# 1:r 2:z 3:nm 4:na 5:Em 6:Ea

164.13  93.99 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.13  94.05 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.12  94.13 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.12  94.23 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.12  94.37 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.11  94.53 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.10  94.72 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.10  94.94 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.09  95.19 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.08  95.47 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.07  95.78 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.06  96.13 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.04  96.56 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.02  97.08 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.00  97.67 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.97  98.36 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.94  99.14 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.91 100.03 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.87 101.03 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.81 102.25 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.75 103.52 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.69 104.87 8.07e+09 1.41e+09 0.00e+00 0.00e+00
157.52 147.69 8.07e+09 1.41e+09 0.00e+00 0.00e+00

163.21  94.12 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.20  94.17 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.20  94.26 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.20  94.37 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.19  94.50 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.18  94.67 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.17  94.86 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.16  95.09 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.15  95.34 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.14  95.63 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.12  95.95 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.10  96.31 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.08  96.75 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.05  97.28 0.00e+00 0.00e+00 0.00e+00 0.00e+00
163.02  97.90 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.98  98.60 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.94  99.41 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.89 100.33 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.83 101.36 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.76 102.62 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.68 103.95 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.59 105.36 8.07e+09 1.41e+09 0.00e+00 0.00e+00
156.19 147.77 8.07e+09 1.41e+09 0.00e+00 0.00e+00

162.28  94.22 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.28  94.28 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.27  94.36 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.27  94.48 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.26  94.62 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.25  94.79 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.23  94.99 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.22  95.22 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.20  95.48 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.19  95.77 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.17  96.09 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.14  96.47 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.11  96.92 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.08  97.46 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.04  98.09 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.99  98.82 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.93  99.65 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.86 100.60 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.78 101.67 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.69 102.98 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.58 104.37 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.47 105.84 8.07e+09 1.41e+09 0.00e+00 0.00e+00
154.85 147.84 8.07e+09 1.41e+09 0.00e+00 0.00e+00

161.35  94.31 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.35  94.36 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.34  94.45 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.33  94.56 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.32  94.71 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.31  94.88 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.29  95.09 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.27  95.32 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.25  95.59 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.23  95.89 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.20  96.22 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.17  96.60 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.14  97.07 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.09  97.62 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.04  98.27 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.98  99.02 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.91  99.88 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.82 100.85 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.73 101.96 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.60 103.32 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.47 104.77 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.33 106.31 8.07e+09 1.41e+09 0.00e+00 0.00e+00
153.49 147.91 8.07e+09 1.41e+09 0.00e+00 0.00e+00

160.41  94.36 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.41  94.42 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.40  94.51 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.39  94.63 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.38  94.77 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.36  94.95 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.34  95.16 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.32  95.40 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.30  95.67 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.27  95.98 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.24  96.32 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.20  96.71 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.16  97.19 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.10  97.76 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.04  98.42 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.96  99.19 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.87 100.07 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.77 101.08 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.66 102.23 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.51 103.64 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.35 105.15 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.17 106.76 8.07e+09 1.41e+09 0.00e+00 0.00e+00
152.11 147.97 8.07e+09 1.41e+09 0.00e+00 0.00e+00

159.47  94.40 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.47  94.46 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.46  94.54 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.45  94.66 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.43  94.81 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.41  94.99 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.39  95.21 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.36  95.45 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.33  95.73 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.30  96.04 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.26  96.39 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.22  96.79 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.17  97.28 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.10  97.86 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.03  98.55 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.94  99.34 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.83 100.24 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.71 101.28 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.57 102.47 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.40 103.94 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.21 105.51 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.00 107.20 8.07e+09 1.41e+09 0.00e+00 0.00e+00
150.72 147.97 8.07e+09 1.41e+09 0.00e+00 0.00e+00

158.53  94.40 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.52  94.46 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.51  94.55 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.50  94.67 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.48  94.83 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.46  95.01 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.43  95.23 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.40  95.48 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.37  95.76 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.33  96.08 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.29  96.44 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.23  96.85 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.17  97.35 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.10  97.94 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.01  98.64 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.91  99.45 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.79 100.39 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.64 101.46 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.48 102.68 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.28 104.21 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.05 105.84 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.80 107.62 8.07e+09 1.41e+09 0.00e+00 0.00e+00
149.31 147.96 8.07e+09 1.41e+09 0.00e+00 0.00e+00

157.58  94.38 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.57  94.44 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.56  94.53 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.55  94.65 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.52  94.81 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.50  95.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.47  95.22 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.44  95.47 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.40  95.76 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.35  96.09 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.30  96.45 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.24  96.87 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.17  97.38 0.00e+00 0.00e+00 0.00e+00 0.00e+00
157.09  97.99 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.99  98.71 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.87  99.54 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.73 100.50 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.57 101.60 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.38 102.87 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.14 104.44 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.88 106.15 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.59 108.02 8.07e+09 1.41e+09 0.00e+00 0.00e+00
147.88 147.96 8.07e+09 1.41e+09 0.00e+00 0.00e+00

156.63  94.32 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.62  94.38 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.61  94.48 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.59  94.60 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.57  94.76 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.54  94.95 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.51  95.18 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.47  95.44 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.42  95.73 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.37  96.06 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.32  96.43 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.25  96.86 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.17  97.38 0.00e+00 0.00e+00 0.00e+00 0.00e+00
156.07  98.01 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.96  98.74 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.82  99.59 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.67 100.57 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.48 101.71 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.27 103.01 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.00 104.65 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.70 106.42 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.36 108.38 8.07e+09 1.41e+09 0.00e+00 0.00e+00
146.44 147.90 8.07e+09 1.41e+09 0.00e+00 0.00e+00

155.68  94.24 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.67  94.30 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.66  94.40 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.63  94.52 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.61  94.68 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.58  94.88 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.54  95.11 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.50  95.37 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.45  95.67 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.39  96.01 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.33  96.38 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.25  96.82 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.16  97.35 0.00e+00 0.00e+00 0.00e+00 0.00e+00
155.05  97.99 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.92  98.73 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.77  99.61 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.60 100.61 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.39 101.78 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.15 103.12 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.84 104.81 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.50 106.66 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.12 108.71 8.07e+09 1.41e+09 0.00e+00 0.00e+00
144.98 147.82 8.07e+09 1.41e+09 0.00e+00 0.00e+00

154.73  94.12 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.72  94.18 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.70  94.28 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.68  94.41 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.65  94.57 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.61  94.77 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.57  95.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.52  95.27 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.47  95.57 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.40  95.92 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.33  96.30 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.25  96.74 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.15  97.28 0.00e+00 0.00e+00 0.00e+00 0.00e+00
154.03  97.93 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.89  98.69 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.72  99.58 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.52 100.61 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.29 101.81 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.02 103.19 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.68 104.93 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.30 106.85 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.86 109.00 8.07e+09 1.41e+09 0.00e+00 0.00e+00
143.51 147.73 8.07e+09 1.41e+09 0.00e+00 0.00e+00

153.78  93.96 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.76  94.03 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.75  94.13 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.72  94.26 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.69  94.42 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.65  94.62 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.60  94.86 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.55  95.13 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.49  95.44 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.42  95.79 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.34  96.18 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.25  96.63 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.14  97.18 0.00e+00 0.00e+00 0.00e+00 0.00e+00
153.01  97.83 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.85  98.61 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.67  99.52 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.45 100.57 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.20 101.79 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.90 103.21 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.51 105.01 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.08 107.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.59 109.24 8.07e+09 1.41e+09 0.00e+00 0.00e+00
142.02 147.61 8.07e+09 1.41e+09 0.00e+00 0.00e+00

152.83  93.78 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.81  93.84 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.79  93.94 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.76  94.07 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.73  94.24 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.69  94.44 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.64  94.68 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.58  94.96 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.51  95.27 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.44  95.62 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.35  96.02 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.25  96.47 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.13  97.03 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.99  97.70 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.82  98.49 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.61  99.41 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.37 100.48 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.09 101.73 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.77 103.18 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.34 105.03 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.86 107.09 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.31 109.43 8.07e+09 1.41e+09 0.00e+00 0.00e+00
140.52 147.44 8.07e+09 1.41e+09 0.00e+00 0.00e+00

151.88  93.55 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.86  93.62 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.84  93.72 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.81  93.85 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.77  94.02 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.73  94.22 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.67  94.47 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.61  94.74 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.54  95.06 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.46  95.42 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.36  95.81 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.26  96.28 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.13  96.84 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.97  97.52 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.78  98.32 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.56  99.26 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.30 100.35 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.00 101.62 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.64 103.10 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.17 105.00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.64 107.12 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.03 109.55 8.07e+09 1.41e+09 0.00e+00 0.00e+00
139.01 147.27 8.07e+09 1.41e+09 0.00e+00 0.00e+00

150.93  93.29 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.92  93.36 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.89  93.46 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.86  93.59 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.82  93.76 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.77  93.97 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.71  94.21 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.64  94.49 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.57  94.81 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.48  95.17 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.38  95.57 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.27  96.04 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.12  96.61 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.95  97.30 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.75  98.11 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.51  99.06 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.23 100.16 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.90 101.45 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.51 102.97 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.00 104.90 0.00e+00 0.00e+00 0.00e+00 0.00e+00
147.43 107.08 0.00e+00 0.00e+00 0.00e+00 0.00e+00
146.75 109.60 8.07e+09 1.41e+09 0.00e+00 0.00e+00
137.48 147.09 8.07e+09 1.41e+09 0.00e+00 0.00e+00

150.00  92.99 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.98  93.05 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.95  93.16 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.92  93.29 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.87  93.46 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.82  93.67 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.76  93.92 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.69  94.20 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.60  94.52 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.51  94.88 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.40  95.29 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.28  95.76 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.13  96.33 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.95  97.03 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.73  97.84 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.47  98.80 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.17  99.93 0.00e+00 0.00e+00 0.00e+00 0.00e+00
147.81 101.23 0.00e+00 0.00e+00 0.00e+00 0.00e+00
147.39 102.77 0.00e+00 0.00e+00 0.00e+00 0.00e+00
146.84 104.74 0.00e+00 0.00e+00 0.00e+00 0.00e+00
146.22 106.97 0.00e+00 0.00e+00 0.00e+00 0.00e+00
145.48 109.56 8.07e+09 1.41e+09 0.00e+00 0.00e+00
135.96 146.83 8.07e+09 1.41e+09 0.00e+00 0.00e+00

149.07  92.65 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.05  92.71 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.02  92.82 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.98  92.95 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.94  93.13 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.88  93.33 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.81  93.58 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.73  93.86 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.65  94.19 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.55  94.55 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.43  94.96 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.30  95.43 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.14  96.01 0.00e+00 0.00e+00 0.00e+00 0.00e+00
147.95  96.71 0.00e+00 0.00e+00 0.00e+00 0.00e+00
147.71  97.53 0.00e+00 0.00e+00 0.00e+00 0.00e+00
147.44  98.50 0.00e+00 0.00e+00 0.00e+00 0.00e+00
147.12  99.63 0.00e+00 0.00e+00 0.00e+00 0.00e+00
146.74 100.96 0.00e+00 0.00e+00 0.00e+00 0.00e+00
146.28 102.51 0.00e+00 0.00e+00 0.00e+00 0.00e+00
