# 1:r 2:z 3:nm 4:na 5:Em 6:Ea
147.18 -96.47 0.00e+00 0.00e+00 0.00e+00 0.00e+00
146.38 -98.07 0.00e+00 0.00e+00 0.00e+00 0.00e+00
145.41 -100.01 0.00e+00 1.19e+10 0.00e+00 0.00e+00
144.42 -102.01 0.00e+00 0.00e+00 0.00e+00 0.00e+00
143.59 -103.70 0.00e+00 0.00e+00 0.00e+00 0.00e+00
142.90 -105.12 0.00e+00 0.00e+00 0.00e+00 0.00e+00

167.93 -56.39 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.12 -64.42 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.43 -71.85 0.00e+00 2.19e+07 0.00e+00 0.00e+00
156.93 -78.74 0.00e+00 2.37e+07 0.00e+00 0.00e+00
153.42 -85.60 0.00e+00 1.60e+08 0.00e+00 0.00e+00
151.39 -89.60 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.43 -91.49 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.58 -93.19 0.00e+00 0.00e+00 0.00e+00 0.00e+00
148.61 -95.13 0.00e+00 5.74e+09 0.00e+00 0.00e+00
147.77 -96.81 0.00e+00 0.00e+00 0.00e+00 0.00e+00
146.96 -98.44 0.00e+00 0.00e+00 0.00e+00 0.00e+00
145.99 -100.43 0.00e+00 1.16e+10 0.00e+00 0.00e+00
144.97 -102.51 0.00e+00 0.00e+00 0.00e+00 0.00e+00
144.09 -104.33 0.00e+00 0.00e+00 0.00e+00 0.00e+00
143.30 -105.99 0.00e+00 0.00e+00 0.00e+00 0.00e+00

168.31 -56.51 0.00e+00 0.00e+00 0.00e+00 0.00e+00
164.56 -64.56 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.92 -72.01 0.00e+00 2.19e+07 0.00e+00 0.00e+00
157.45 -78.93 0.00e+00 2.37e+07 0.00e+00 0.00e+00
153.98 -85.82 0.00e+00 1.60e+08 0.00e+00 0.00e+00
151.97 -89.84 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.02 -91.74 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.17 -93.46 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.21 -95.41 0.00e+00 7.97e+09 0.00e+00 0.00e+00
148.37 -97.11 0.00e+00 0.00e+00 0.00e+00 0.00e+00
147.56 -98.77 0.00e+00 0.00e+00 0.00e+00 0.00e+00
146.58 -100.80 0.00e+00 1.12e+10 0.00e+00 0.00e+00
145.55 -102.95 0.00e+00 0.00e+00 0.00e+00 0.00e+00
144.63 -104.89 0.00e+00 0.00e+00 0.00e+00 0.00e+00
143.70 -106.85 0.00e+00 0.00e+00 0.00e+00 0.00e+00

168.69 -56.61 0.00e+00 0.00e+00 0.00e+00 0.00e+00
165.00 -64.69 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.40 -72.16 0.00e+00 2.19e+07 0.00e+00 0.00e+00
157.98 -79.10 0.00e+00 2.37e+07 0.00e+00 0.00e+00
154.55 -86.02 0.00e+00 1.60e+08 0.00e+00 0.00e+00
152.55 -90.06 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.61 -91.97 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.77 -93.70 0.00e+00 0.00e+00 0.00e+00 0.00e+00
149.82 -95.66 0.00e+00 8.98e+09 0.00e+00 0.00e+00
148.99 -97.38 0.00e+00 2.99e+09 0.00e+00 0.00e+00
148.18 -99.06 0.00e+00 0.00e+00 0.00e+00 0.00e+00
147.20 -101.12 0.00e+00 1.09e+10 0.00e+00 0.00e+00
146.16 -103.33 0.00e+00 0.00e+00 0.00e+00 0.00e+00
145.20 -105.37 0.00e+00 0.00e+00 0.00e+00 0.00e+00
144.11 -107.71 0.00e+00 0.00e+00 0.00e+00 0.00e+00

169.08 -56.71 0.00e+00 0.00e+00 0.00e+00 0.00e+00
165.43 -64.81 0.00e+00 0.00e+00 0.00e+00 0.00e+00
161.88 -72.31 0.00e+00 2.19e+07 0.00e+00 0.00e+00
158.50 -79.26 0.00e+00 2.37e+07 0.00e+00 0.00e+00
155.11 -86.20 0.00e+00 1.60e+08 0.00e+00 0.00e+00
153.14 -90.26 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.21 -92.18 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.38 -93.91 0.00e+00 0.00e+00 0.00e+00 0.00e+00
150.43 -95.88 0.00e+00 7.16e+09 0.00e+00 0.00e+00
149.61 -97.61 0.00e+00 1.44e+09 0.00e+00 0.00e+00
148.81 -99.30 0.00e+00 2.86e+09 0.00e+00 0.00e+00
147.84 -101.38 0.00e+00 1.01e+10 0.00e+00 0.00e+00
146.79 -103.63 0.00e+00 0.00e+00 0.00e+00 0.00e+00
145.82 -105.74 0.00e+00 0.00e+00 0.00e+00 0.00e+00
144.53 -108.58 0.00e+00 0.00e+00 0.00e+00 0.00e+00

169.46 -56.81 0.00e+00 0.00e+00 0.00e+00 0.00e+00
165.87 -64.92 0.00e+00 0.00e+00 0.00e+00 0.00e+00
162.37 -72.44 0.00e+00 2.19e+07 0.00e+00 0.00e+00
159.03 -79.41 0.00e+00 2.37e+07 0.00e+00 0.00e+00
155.69 -86.37 0.00e+00 1.60e+08 0.00e+00 0.00e+00
153.74 -90.43 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.82 -92.36 0.00e+00 0.00e+00 0.00e+00 0.00e+00
152.00 -94.09 0.00e+00 0.00e+00 0.00e+00 0.00e+00
151.06 -96.07 0.00e+00 7.16e+09 0.00e+00 0.00e+00
150.25 -97.80 0.00e+00 1.44e+09 0.00e+00 0.00e+00
149.46 -99.50 0.00e+00 2.86e+09 0.00e+00 0.00e+00
148.49 -101.59 0.00e+00 1.01e+10 0.00e+00 0.00e+00
147.46 -103.85 0.00e+00 0.00e+00 0.00e+00 0.00e+00
146.49 -105.99 0.00e+00 0.00e+00 0.00e+00 0.00e+00
144.94 -109.43 0.00e+00 0.00e+00 0.00e+00 0.00e+00


164.97 -146.73 1.99e+12 2.42e+11 0.00e+00 0.00e+00
165.05 -146.72 1.99e+12 2.42e+11 0.00e+00 0.00e+00
165.18 -146.70 2.45e+12 3.16e+11 0.00e+00 0.00e+00
165.35 -146.67 2.45e+12 3.16e+11 0.00e+00 0.00e+00
165.57 -146.63 1.78e+12 2.60e+11 0.00e+00 0.00e+00
165.83 -146.59 1.78e+12 2.60e+11 0.00e+00 0.00e+00
166.12 -146.54 1.60e+12 2.24e+11 0.00e+00 0.00e+00
166.46 -146.49 1.60e+12 2.24e+11 0.00e+00 0.00e+00
166.84 -146.43 1.58e+12 1.82e+11 0.00e+00 0.00e+00
167.25 -146.34 1.58e+12 1.82e+11 0.00e+00 0.00e+00
167.70 -146.25 2.61e+11 4.20e+10 0.00e+00 0.00e+00
168.70 -146.03 2.61e+11 4.20e+10 0.00e+00 0.00e+00
171.38 -145.43 3.74e+10 5.35e+09 0.00e+00 0.00e+00
174.49 -144.59 3.74e+10 5.35e+09 0.00e+00 0.00e+00
181.43 -142.34 1.71e+10 2.60e+09 0.00e+00 0.00e+00
188.84 -139.16 1.71e+10 2.60e+09 0.00e+00 0.00e+00
198.67 -133.65 1.35e+10 1.11e+09 0.00e+00 0.00e+00
205.05 -129.10 1.35e+10 1.11e+09 0.00e+00 0.00e+00
209.98 -124.97 4.27e+09 1.15e+09 0.00e+00 0.00e+00
213.52 -121.59 4.27e+09 1.15e+09 0.00e+00 0.00e+00
216.45 -118.50 8.07e+09 1.41e+09 0.00e+00 0.00e+00
218.38 -116.28 8.07e+09 1.41e+09 0.00e+00 0.00e+00
218.72 -116.00 8.07e+09 1.41e+09 0.00e+00 0.00e+00

159.91 -137.32 1.99e+12 2.42e+11 0.00e+00 0.00e+00
159.98 -137.31 1.99e+12 2.42e+11 0.00e+00 0.00e+00
160.07 -137.28 2.45e+12 3.16e+11 0.00e+00 0.00e+00
160.19 -137.26 2.45e+12 3.16e+11 0.00e+00 0.00e+00
160.35 -137.22 1.78e+12 2.60e+11 0.00e+00 0.00e+00
160.53 -137.18 1.78e+12 2.60e+11 0.00e+00 0.00e+00
160.75 -137.13 1.60e+12 2.24e+11 0.00e+00 0.00e+00
160.99 -137.07 1.60e+12 2.24e+11 0.00e+00 0.00e+00
161.27 -137.01 1.58e+12 1.82e+11 0.00e+00 0.00e+00
161.57 -136.94 1.58e+12 1.82e+11 0.00e+00 0.00e+00
161.90 -136.87 2.61e+11 4.20e+10 0.00e+00 0.00e+00
161.21 -134.50 2.61e+11 4.20e+10 0.00e+00 0.00e+00
159.66 -129.48 3.74e+10 5.35e+09 0.00e+00 0.00e+00
159.43 -126.68 3.74e+10 5.35e+09 0.00e+00 0.00e+00
159.34 -122.42 1.71e+10 2.60e+09 0.00e+00 0.00e+00
160.19 -119.76 1.71e+10 2.60e+09 0.00e+00 0.00e+00
161.58 -116.94 1.35e+10 1.11e+09 0.00e+00 0.00e+00
163.19 -115.41 1.35e+10 1.11e+09 0.00e+00 0.00e+00
164.89 -114.20 4.27e+09 1.15e+09 0.00e+00 0.00e+00
166.70 -113.29 4.27e+09 1.15e+09 0.00e+00 0.00e+00
168.44 -112.42 8.07e+09 1.41e+09 0.00e+00 0.00e+00
170.02 -111.77 8.07e+09 1.41e+09 0.00e+00 0.00e+00
218.62 -115.99 8.07e+09 1.41e+09 0.00e+00 0.00e+00

159.80 -137.13 1.99e+12 2.42e+11 0.00e+00 0.00e+00
159.87 -137.11 1.99e+12 2.42e+11 0.00e+00 0.00e+00
159.96 -137.09 2.45e+12 3.16e+11 0.00e+00 0.00e+00
160.09 -137.06 2.45e+12 3.16e+11 0.00e+00 0.00e+00
160.24 -137.02 1.78e+12 2.60e+11 0.00e+00 0.00e+00
160.43 -136.98 1.78e+12 2.60e+11 0.00e+00 0.00e+00
160.64 -136.93 1.60e+12 2.24e+11 0.00e+00 0.00e+00
160.89 -136.87 1.60e+12 2.24e+11 0.00e+00 0.00e+00
161.16 -136.81 1.58e+12 1.82e+11 0.00e+00 0.00e+00
161.47 -136.73 1.58e+12 1.82e+11 0.00e+00 0.00e+00
161.80 -136.66 2.61e+11 4.20e+10 0.00e+00 0.00e+00
161.13 -134.30 2.61e+11 4.20e+10 0.00e+00 0.00e+00
159.60 -129.31 3.74e+10 5.35e+09 0.00e+00 0.00e+00
159.38 -126.52 3.74e+10 5.35e+09 0.00e+00 0.00e+00
159.31 -122.28 1.71e+10 2.60e+09 0.00e+00 0.00e+00
160.18 -119.62 1.71e+10 2.60e+09 0.00e+00 0.00e+00
161.60 -116.80 1.35e+10 1.11e+09 0.00e+00 0.00e+00
163.22 -115.26 1.35e+10 1.11e+09 0.00e+00 0.00e+00
164.94 -114.04 4.27e+09 1.15e+09 0.00e+00 0.00e+00
166.76 -113.12 4.27e+09 1.15e+09 0.00e+00 0.00e+00
168.51 -112.23 8.07e+09 1.41e+09 0.00e+00 0.00e+00
170.11 -111.57 8.07e+09 1.41e+09 0.00e+00 0.00e+00
218.85 -115.71 8.07e+09 1.41e+09 0.00e+00 0.00e+00

159.70 -136.93 1.99e+12 2.42e+11 0.00e+00 0.00e+00
159.76 -136.92 1.99e+12 2.42e+11 0.00e+00 0.00e+00
159.85 -136.90 2.45e+12 3.16e+11 0.00e+00 0.00e+00
159.98 -136.86 2.45e+12 3.16e+11 0.00e+00 0.00e+00
160.13 -136.83 1.78e+12 2.60e+11 0.00e+00 0.00e+00
160.32 -136.78 1.78e+12 2.60e+11 0.00e+00 0.00e+00
160.54 -136.73 1.60e+12 2.24e+11 0.00e+00 0.00e+00
160.78 -136.67 1.60e+12 2.24e+11 0.00e+00 0.00e+00
161.06 -136.60 1.58e+12 1.82e+11 0.00e+00 0.00e+00
161.37 -136.53 1.58e+12 1.82e+11 0.00e+00 0.00e+00
161.70 -136.45 1.96e+13 5.00e+12 0.00e+00 0.00e+00
161.04 -134.11 2.61e+11 4.20e+10 0.00e+00 0.00e+00
159.54 -129.15 3.74e+10 5.35e+09 0.00e+00 0.00e+00
159.34 -126.37 3.74e+10 5.35e+09 0.00e+00 0.00e+00
159.29 -122.13 1.71e+10 2.60e+09 0.00e+00 0.00e+00
160.18 -119.48 1.71e+10 2.60e+09 0.00e+00 0.00e+00
161.62 -116.65 1.35e+10 1.11e+09 0.00e+00 0.00e+00
163.26 -115.11 1.35e+10 1.11e+09 0.00e+00 0.00e+00
164.99 -113.88 4.27e+09 1.15e+09 0.00e+00 0.00e+00
166.83 -112.94 4.27e+09 1.15e+09 0.00e+00 0.00e+00
168.59 -112.04 8.07e+09 1.41e+09 0.00e+00 0.00e+00
170.20 -111.37 8.07e+09 1.41e+09 0.00e+00 0.00e+00
219.33 -115.13 8.07e+09 1.41e+09 0.00e+00 0.00e+00

159.59 -136.74 5.50e+13 1.45e+13 0.00e+00 0.00e+00
159.65 -136.73 5.92e+13 9.49e+12 0.00e+00 0.00e+00
159.75 -136.70 2.04e+13 1.25e+13 0.00e+00 0.00e+00
159.87 -136.67 9.35e+12 1.16e+13 0.00e+00 0.00e+00
160.03 -136.63 1.40e+12 1.03e+13 0.00e+00 0.00e+00
160.22 -136.59 1.70e+12 1.27e+13 0.00e+00 0.00e+00
160.43 -136.53 3.03e+12 1.01e+13 0.00e+00 0.00e+00
160.68 -136.47 1.65e+13 1.12e+13 0.00e+00 0.00e+00
160.96 -136.40 0.00e+00 7.66e+12 0.00e+00 0.00e+00
161.26 -136.33 2.49e+13 2.40e+13 0.00e+00 0.00e+00
161.60 -136.24 6.51e+12 5.56e+12 0.00e+00 0.00e+00
160.95 -133.92 0.00e+00 4.76e+11 0.00e+00 0.00e+00
159.47 -128.98 5.10e+12 2.11e+11 0.00e+00 0.00e+00
159.29 -126.21 3.74e+10 5.35e+09 0.00e+00 0.00e+00
159.27 -121.99 1.62e+12 0.00e+00 0.00e+00 0.00e+00
160.18 -119.34 1.71e+10 2.60e+09 0.00e+00 0.00e+00
161.64 -116.51 1.89e+12 4.79e+11 0.00e+00 0.00e+00
163.30 -114.96 1.35e+10 1.11e+09 0.00e+00 0.00e+00
165.05 -113.72 0.00e+00 0.00e+00 0.00e+00 0.00e+00
166.90 -112.77 0.00e+00 0.00e+00 0.00e+00 0.00e+00
168.68 -111.85 0.00e+00 0.00e+00 0.00e+00 0.00e+00
170.30 -111.17 8.07e+09 1.41e+09 0.00e+00 0.00e+00
219.80 -114.55 8.07e+09 1.41e+09 0.00e+00 0.00e+00

159.48 -136.55 2.53e+13 1.36e+13 0.00e+00 0.00e+00
159.54 -136.54 0.00e+00 1.69e+13 0.00e+00 0.00e+00
159.64 -136.51 0.00e+00 1.09e+13 0.00e+00 0.00e+00
159.77 -136.48 0.00e+00 5.32e+12 0.00e+00 0.00e+00
159.92 -136.44 0.00e+00 5.12e+12 0.00e+00 0.00e+00
160.11 -136.39 0.00e+00 5.97e+12 0.00e+00 0.00e+00
160.33 -136.34 0.00e+00 7.08e+12 0.00e+00 0.00e+00
160.58 -136.27 0.00e+00 5.36e+11 0.00e+00 0.00e+00
160.86 -136.20 0.00e+00 1.00e+12 0.00e+00 0.00e+00
161.17 -136.12 2.69e+12 7.59e+12 0.00e+00 0.00e+00
161.50 -136.04 4.07e+11 3.37e+12 0.00e+00 0.00e+00
160.86 -133.73 0.00e+00 4.63e+11 0.00e+00 0.00e+00
159.41 -128.82 3.58e+12 3.71e+11 0.00e+00 0.00e+00
159.25 -126.06 3.74e+10 5.35e+09 0.00e+00 0.00e+00
159.25 -121.85 1.64e+12 0.00e+00 0.00e+00 0.00e+00
160.18 -119.21 1.71e+10 2.60e+09 0.00e+00 0.00e+00
161.66 -116.37 1.89e+12 4.78e+11 0.00e+00 0.00e+00
163.34 -114.81 0.00e+00 0.00e+00 0.00e+00 0.00e+00
165.10 -113.56 0.00e+00 0.00e+00 0.00e+00 0.00e+00
166.96 -112.60 0.00e+00 0.00e+00 0.00e+00 0.00e+00
168.76 -111.66 0.00e+00 0.00e+00 0.00e+00 0.00e+00
170.39 -110.97 8.07e+09 1.41e+09 0.00e+00 0.00e+00
220.26 -113.97 8.07e+09 1.41e+09 0.00e+00 0.00e+00

159.38 -136.36 2.26e+13 3.89e+12 0.00e+00 0.00e+00
159.44 -136.35 4.49e+13 1.37e+13 0.00e+00 0.00e+00
159.53 -136.32 0.00e+00 3.21e+12 0.00e+00 0.00e+00
159.66 -136.29 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.82 -136.25 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.01 -136.20 0.00e+00 9.17e+10 0.00e+00 0.00e+00
160.23 -136.14 0.00e+00 2.12e+10 0.00e+00 0.00e+00
160.48 -136.08 0.00e+00 1.13e+11 0.00e+00 0.00e+00
160.76 -136.00 0.00e+00 7.41e+11 0.00e+00 0.00e+00
161.07 -135.92 0.00e+00 4.42e+12 0.00e+00 0.00e+00
161.40 -135.83 0.00e+00 1.70e+12 0.00e+00 0.00e+00
160.78 -133.53 0.00e+00 4.50e+11 0.00e+00 0.00e+00
159.35 -128.65 3.68e+12 3.84e+11 0.00e+00 0.00e+00
159.20 -125.91 3.74e+10 5.35e+09 0.00e+00 0.00e+00
159.23 -121.72 1.66e+12 0.00e+00 0.00e+00 0.00e+00
160.18 -119.07 1.71e+10 2.60e+09 0.00e+00 0.00e+00
161.69 -116.23 1.89e+12 4.76e+11 0.00e+00 0.00e+00
163.38 -114.66 0.00e+00 0.00e+00 0.00e+00 0.00e+00
165.16 -113.40 0.00e+00 0.00e+00 0.00e+00 0.00e+00
167.04 -112.42 0.00e+00 0.00e+00 0.00e+00 0.00e+00
168.85 -111.48 0.00e+00 0.00e+00 0.00e+00 0.00e+00
170.49 -110.77 8.07e+09 1.41e+09 0.00e+00 0.00e+00
220.73 -113.38 8.07e+09 1.41e+09 0.00e+00 0.00e+00

159.27 -136.18 0.00e+00 1.49e+13 0.00e+00 0.00e+00
159.33 -136.16 3.33e+12 3.43e+12 0.00e+00 0.00e+00
159.43 -136.13 3.09e+13 4.17e+12 0.00e+00 0.00e+00
159.56 -136.10 0.00e+00 1.43e+12 0.00e+00 0.00e+00
159.72 -136.06 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.91 -136.01 0.00e+00 9.42e+10 0.00e+00 0.00e+00
160.13 -135.95 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.38 -135.88 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.66 -135.81 0.00e+00 3.27e+11 0.00e+00 0.00e+00
160.97 -135.72 0.00e+00 1.22e+12 0.00e+00 0.00e+00
161.31 -135.63 0.00e+00 8.13e+11 0.00e+00 0.00e+00
160.69 -133.35 4.65e+11 4.75e+11 0.00e+00 0.00e+00
159.29 -128.49 2.16e+12 2.67e+11 0.00e+00 0.00e+00
159.16 -125.76 3.74e+10 5.35e+09 0.00e+00 0.00e+00
159.21 -121.58 1.68e+12 0.00e+00 0.00e+00 0.00e+00
160.18 -118.93 1.71e+10 2.60e+09 0.00e+00 0.00e+00
161.71 -116.09 1.89e+12 4.75e+11 0.00e+00 0.00e+00
163.42 -114.51 0.00e+00 0.00e+00 0.00e+00 0.00e+00
165.22 -113.24 0.00e+00 0.00e+00 0.00e+00 0.00e+00
167.11 -112.25 0.00e+00 0.00e+00 0.00e+00 0.00e+00
168.93 -111.29 0.00e+00 0.00e+00 0.00e+00 0.00e+00
170.59 -110.56 8.07e+09 1.41e+09 0.00e+00 0.00e+00
221.18 -112.79 8.07e+09 1.41e+09 0.00e+00 0.00e+00

159.17 -135.99 0.00e+00 7.69e+12 0.00e+00 0.00e+00
159.23 -135.97 0.00e+00 1.13e+12 0.00e+00 0.00e+00
159.33 -135.95 0.00e+00 5.57e+12 0.00e+00 0.00e+00
159.45 -135.91 0.00e+00 3.60e+12 0.00e+00 0.00e+00
159.61 -135.87 0.00e+00 5.98e+10 0.00e+00 0.00e+00
159.81 -135.82 0.00e+00 4.22e+10 0.00e+00 0.00e+00
160.03 -135.76 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.28 -135.69 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.56 -135.61 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.87 -135.53 0.00e+00 6.72e+11 0.00e+00 0.00e+00
161.21 -135.43 0.00e+00 7.74e+11 0.00e+00 0.00e+00
160.61 -133.16 7.39e+11 5.20e+11 0.00e+00 0.00e+00
159.23 -128.33 0.00e+00 2.13e+11 0.00e+00 0.00e+00
159.11 -125.60 3.74e+10 5.35e+09 0.00e+00 0.00e+00
159.20 -121.44 1.71e+12 0.00e+00 0.00e+00 0.00e+00
160.18 -118.79 1.71e+10 2.60e+09 0.00e+00 0.00e+00
161.74 -115.95 1.32e+12 6.37e+11 0.00e+00 0.00e+00
163.47 -114.36 0.00e+00 0.00e+00 0.00e+00 0.00e+00
165.28 -113.08 0.00e+00 0.00e+00 0.00e+00 0.00e+00
167.18 -112.07 0.00e+00 0.00e+00 0.00e+00 0.00e+00
169.02 -111.10 0.00e+00 0.00e+00 0.00e+00 0.00e+00
170.69 -110.36 8.07e+09 1.41e+09 0.00e+00 0.00e+00
221.63 -112.19 8.07e+09 1.41e+09 0.00e+00 0.00e+00

159.06 -135.81 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.13 -135.79 0.00e+00 3.43e+12 0.00e+00 0.00e+00
159.22 -135.76 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.35 -135.73 0.00e+00 1.01e+12 0.00e+00 0.00e+00
159.51 -135.68 0.00e+00 1.74e+12 0.00e+00 0.00e+00
159.70 -135.63 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.93 -135.57 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.18 -135.50 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.46 -135.42 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.78 -135.33 0.00e+00 3.00e+11 0.00e+00 0.00e+00
161.12 -135.23 0.00e+00 6.34e+11 0.00e+00 0.00e+00
160.53 -132.97 6.39e+11 5.09e+11 0.00e+00 0.00e+00
159.17 -128.17 0.00e+00 2.10e+11 0.00e+00 0.00e+00
159.07 -125.45 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.18 -121.30 1.73e+12 1.30e+11 0.00e+00 0.00e+00
160.19 -118.66 1.71e+10 2.60e+09 0.00e+00 0.00e+00
161.77 -115.81 0.00e+00 9.99e+11 0.00e+00 0.00e+00
163.51 -114.21 0.00e+00 0.00e+00 0.00e+00 0.00e+00
165.34 -112.92 0.00e+00 0.00e+00 0.00e+00 0.00e+00
167.26 -111.90 0.00e+00 0.00e+00 0.00e+00 0.00e+00
169.11 -110.91 0.00e+00 0.00e+00 0.00e+00 0.00e+00
170.79 -110.16 8.07e+09 1.41e+09 0.00e+00 0.00e+00
222.08 -111.59 8.07e+09 1.41e+09 0.00e+00 0.00e+00

158.96 -135.63 0.00e+00 4.18e+12 0.00e+00 0.00e+00
159.02 -135.61 0.00e+00 6.64e+12 0.00e+00 0.00e+00
159.12 -135.58 0.00e+00 4.16e+12 0.00e+00 0.00e+00
159.25 -135.54 0.00e+00 4.18e+12 0.00e+00 0.00e+00
159.41 -135.50 0.00e+00 4.97e+12 0.00e+00 0.00e+00
159.60 -135.44 0.00e+00 4.09e+12 0.00e+00 0.00e+00
159.83 -135.38 0.00e+00 4.06e+12 0.00e+00 0.00e+00
160.08 -135.31 0.00e+00 4.02e+12 0.00e+00 0.00e+00
160.37 -135.22 0.00e+00 3.98e+12 0.00e+00 0.00e+00
160.68 -135.13 0.00e+00 2.98e+11 0.00e+00 0.00e+00
161.02 -135.04 0.00e+00 5.57e+11 0.00e+00 0.00e+00
160.44 -132.79 0.00e+00 5.01e+11 0.00e+00 0.00e+00
159.12 -128.01 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.03 -125.30 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.16 -121.16 1.75e+12 3.66e+11 0.00e+00 0.00e+00
160.19 -118.52 0.00e+00 2.04e+11 0.00e+00 0.00e+00
161.79 -115.68 0.00e+00 9.83e+11 0.00e+00 0.00e+00
163.56 -114.07 0.00e+00 0.00e+00 0.00e+00 0.00e+00
165.40 -112.76 0.00e+00 0.00e+00 0.00e+00 0.00e+00
167.34 -111.72 0.00e+00 0.00e+00 0.00e+00 0.00e+00
169.20 -110.72 0.00e+00 0.00e+00 0.00e+00 0.00e+00
170.90 -109.95 8.07e+09 1.41e+09 0.00e+00 0.00e+00
222.53 -110.98 8.07e+09 1.41e+09 0.00e+00 0.00e+00

158.86 -135.44 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.92 -135.43 0.00e+00 2.45e+12 0.00e+00 0.00e+00
159.02 -135.40 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.15 -135.36 0.00e+00 1.27e+11 0.00e+00 0.00e+00
159.31 -135.31 0.00e+00 7.96e+11 0.00e+00 0.00e+00
159.51 -135.26 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.73 -135.19 0.00e+00 7.02e+11 0.00e+00 0.00e+00
159.99 -135.12 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.27 -135.03 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.59 -134.94 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.93 -134.84 0.00e+00 5.67e+11 0.00e+00 0.00e+00
160.36 -132.60 0.00e+00 4.97e+11 0.00e+00 0.00e+00
159.06 -127.85 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.99 -125.16 0.00e+00 0.00e+00 0.00e+00 0.00e+00
159.15 -121.03 1.77e+12 9.77e+11 0.00e+00 0.00e+00
160.20 -118.39 0.00e+00 5.19e+11 0.00e+00 0.00e+00
161.82 -115.54 0.00e+00 6.06e+11 0.00e+00 0.00e+00
163.61 -113.92 0.00e+00 0.00e+00 0.00e+00 0.00e+00
165.46 -112.60 0.00e+00 0.00e+00 0.00e+00 0.00e+00
167.41 -111.55 0.00e+00 0.00e+00 0.00e+00 0.00e+00
169.30 -110.53 0.00e+00 0.00e+00 0.00e+00 0.00e+00
171.01 -109.75 8.07e+09 1.41e+09 0.00e+00 0.00e+00
222.96 -110.37 8.07e+09 1.41e+09 0.00e+00 0.00e+00

158.76 -135.26 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.82 -135.25 0.00e+00 2.43e+12 0.00e+00 0.00e+00
158.92 -135.22 0.00e+00 6.32e+10 0.00e+00 0.00e+00
159.05 -135.18 0.00e+00 7.51e+10 0.00e+00 0.00e+00
159.21 -135.13 0.00e+00 7.91e+11 0.00e+00 0.00e+00
159.41 -135.07 0.00e+00 1.70e+12 0.00e+00 0.00e+00
159.63 -135.00 0.00e+00 4.44e+11 0.00e+00 0.00e+00
159.89 -134.93 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.18 -134.84 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.49 -134.75 0.00e+00 0.00e+00 0.00e+00 0.00e+00
160.84 -134.65 0.00e+00 5.76e+11 0.00e+00 0.00e+00
160.28 -132.42 0.00e+00 4.94e+11 0.00e+00 0.00e+00
159.00 -127.70 0.00e+00 0.00e+00 0.00e+00 0.00e+00
158.95 -125.01 0.00e+00 3.22e+09 0.00e+00 0.00e+00
159.13 -120.89 1.79e+12 1.52e+12 0.00e+00 0.00e+00
160.20 -118.25 0.00e+00 5.01e+11 0.00e+00 0.00e+00
161.85 -115.40 0.00e+00 4.84e+11 0.00e+00 0.00e+00
163.65 -113.77 0.00e+00 0.00e+00 0.00e+00 0.00e+00
165.53 -112.44 0.00e+00 0.00e+00 0.00e+00 0.00e+00
167.50 -111.38 0.00e+00 0.00e+00 0.00e+00 0.00e+00
